Tipo_esercizio_storico_pe,Insegna,Tipo_via,Descrizione_via,Civico,Codice_via,ZD,Forma_vendita,Settore_storico_pe,Superficie_somministrazione,Isolato,Forma_commercio_solo_somministrazione_boolean,Forma_commercio_somministrazione/minuto_boolean,Forma_commercio_prev_somministrazione_boolean,Forma_commercio_prev_minuto_boolean,Ingresso
bar caffetteria,l angolo del panino,VIA,SOLARI ANDREA,410,5111,6,misto,"bar caffetteria;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda",34.0,23,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,l angolo di california,VIA,CALIFORNIA,230,6101,6,misto,"bar caffetteria;cibi cotti;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria",72.0,9,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lanzone 33,VIA,LANZONE,330,554,1,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,60.0,278,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la petite boite,VIA,RAVIZZA CARLO,240,6285,7,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,20.0,190,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la piazzetta,VIA,PLINIO CAIO SECONDO,10,2144,3,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,23.0,46,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la ratera bar caffe,VIA,RATTI LUIGI,220,6739,8,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola fredda,65.0,38,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la ringhiera,RIP,DI PORTA TICINESE,50,5150,6,al tavolo,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,102.0,74,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,larky bar,PLE,BARACCA FRANCESCO,100,6180,7,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;trattoria,54.0,217,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la rosa,PLE,ROSA GABRIELE,160,4288,4,misto,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;tavola fredda",30.0,137,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la salumeria del vino,VIA,SANZIO RAFFAELLO,40,6283,7,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,57.0,191,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la sirena,VIA,PADOVA,870,2275,2,al banco,"bar caffetteria;tavola calda,self service,fast food",58.0,316,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,last century,VIA,FILIPPINO DEGLI ORGANI,90,3162,4,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,58.0,101,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la stuzzicheria,CSO,GENOVA,150,5164,1,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda",37.0,217,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la suite,VIA,BONNET NINO,50,1109,9,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria e simili;tavola fredda,148.0,315,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,latinflower,VIA,VAL DI LEDRO,110,1532,9,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria,31.0,67,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,latteria,VIA,CABELLA BARTOLOMEO,510,6778,7,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,40.0,151,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,latteria isola,VIA,VOLTURNO,410,1135,9,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,37.0,278,False,True,False,True,ACCESSO ESTERNO
bar caffetteria,latteria san marco,VIA,SAN MARCO,240,1036,1,al banco,bar caffetteria;cibi cotti;ristorante,37.0,177,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,laumge cafe,VIA,D'ADDA CARLO,130,5272,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,75.0,60,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lavazza bar caffe,VIA,FRA CRISTOFORO,14,5413,5,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,70.0,84,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la voglia pizzer.focaccer,CSO,DI PORTA TICINESE,600,541,1,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria e simili,13.0,216,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,la volpe e l uva enoteca,VIA,CORRIDONI FILIPPO,100,3020,1,al banco,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,38.0,196,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le aquile,VLE,ISONZO,100,4211,5,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,46.0,200,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le barrique,VIA,ANFITEATRO,120,1012,1,misto,"bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",71.0,171,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le bistrot,VIA,FARINI CARLO,290,1114,9,al banco,bar caffetteria;cibi cotti;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,48.0,253,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le bollicine,CSO,DI PORTA NUOVA,480,1044,1,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,110.0,10,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le cafe  bon ton,VIA,SANFELICE LUISA,120,3224,4,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,76.0,84,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le chat birreria,VLE,MURILLO SEBASTIANO BARTOLOMEO,110,6551,7,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,67.0,255,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le clochard,VIA,LODOVICO IL MORO,1310,5290,6,misto,bar caffetteria;disco piano american bar serali;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola fredda,124.0,37,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,l ecurie,VIA,MADONNINA,30,134,1,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,47.0,306,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le kaos pub,VIA,VILLORESI EUGENIO,80,5145,6,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;prodotti di gastronomia,80.0,60,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,l eko cafe,VIA,PIRELLI GIOVANNI BATTISTA,260,1195,9,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,95.0,298,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,l elisir,VIA,BERUTO CESARE,130,2586,3,misto,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,31.0,86,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lella doc,VIA,GALVANI LUIGI,210,1179,9,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,35.0,287,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,le petit bar,VIA,FOPPA VINCENZO,580,6109,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,35.0,310,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,le tre marie,PZA,PIO XI,10,572,1,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,96.0,440,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,liberty bar caffetteria,VIA,TONALE,120,1213,2,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,57.0,201,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,librerie feltrinelli,CSO,BUENOS AIRES,3335,2129,3,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,39.0,63,True,False,True,False,LIBRERIA
bar caffetteria,lilla bar,VIA,VOLVINIO,60,5333,5,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,43.0,23,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,limone,VIA,FILZI FABIO,70,1190,2,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;pizzeria;ristorante;seconda bottiglia,266.0,307,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,l incoronata,CSO,GARIBALDI GIUSEPPE,1270,1010,1,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;trattoria,53.0,4,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lisi bar,VIA,RIVA DI TRENTO,20,4155,4,misto,bar caffetteria;giochi legge 388/2000;tavola fredda,93.0,117,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,little bar caffe,VIA,MILLELIRE DOMENICO,180,6620,7,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,18.0,105,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,living,PZA,SEMPIONE,20,7111,1,misto,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",103.0,135,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,l officina di bacco,VIA,SAVONA,930,5122,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,120.0,166,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,loolapaloosa,CSO,COMO,150,1111,9,misto,"bar caffetteria;discoteche,sale ballo notturni;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;sale da ballo, locali notturni;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",132.0,316,True,False,True,False,V. DI TOCQUEVILLE
bar caffetteria,l orangerie illy,VIA,BEZZECCA,10,3075,4,misto,ristorante,102.0,44,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lord sandwich pub cafe,VIA,ARIBERTO DA INTIMIANO,190,5092,1,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,54.0,224,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,l oscar del panino tav.fr,VIA,WASHINGTON GIORGIO,820,6111,6,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;prodotti di gastronomia;tavola fredda,25.0,303,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lo stuzzichino,VIA,CASTEL MORRONE,10,3185,3,al banco,bar caffetteria;bar gastronomici e simili,40.0,170,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,luca s bar,CSO,DI PORTA TICINESE,51,541,1,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,22.0,213,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,luca s bar,VIA,RICCARDI PADRE PLACIDO,1921,2385,2,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda",98.0,231,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,luca s bar,VIA,TAORMINA,20,1331,9,al banco,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda",39.0,22,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,lucky bar,VIA,LORENTEGGIO,430,5132,6,al banco,bar caffetteria,38.0,147,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lucky bar,VIA,PONALE,660,1616,9,al banco,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;wine,birreria,pub,enoteca,caffetteria,the",90.0,29,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lucky bar,VLE,MONZA,680,2274,2,al banco,bar caffetteria,32.0,323,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lu.cla.p. caffetteria,VIA,VARESINA,770,7290,8,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,60.0,251,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,luna e sole,VIA,CENISIO,550,7184,8,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;licenza giochi leciti elettronici;tavola fredda,39.0,28,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,lupin cafe,VLE,COL DI LANA,30,5198,5,al banco,bar caffetteria;bar gastronomici e simili,35.0,86,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,madame coquette cafe,VIA,QUADRIO MAURIZIO,250,1115,8,misto,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;tavola calda,self service,fast food;wine,birreria,pub,enoteca,caffetteria,the",60.0,70,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mae bar,VIA,LORENTEGGIO,1630,5132,6,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;prodotti di gastronomia,34.0,138,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,maf,CSO,COMO,60,1111,9,al tavolo,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,28.0,322,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,magentino caffe,CSO,MAGENTA,140,604,1,misto,"bar caffetteria;bar gastronomici e simili;cucina tipica lombarda;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;ristorante;tavola calda,self service,fast food",55.0,291,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,magic bar,VIA,BIXIO NINO,100,3133,3,al banco,"bar caffetteria;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",50.0,154,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,magic bar,VIA,DEI TRANSITI,250,2284,2,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,119.0,347,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,magic games,VIA,OSMA CARLO,50,6490,8,al banco,"bar caffetteria;bar gastronomici e simili;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria",48.0,134,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mai dire bar,VIA,SAVONA,110,5122,6,misto,"bar caffetteria;cibi cotti;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda",71.0,35,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mambo cafe,VIA,LA MALFA UGO,20,2628,2,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;tavola fredda,57.0,50,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mangia e ridi,VIA,GRIGNA,10,7239,8,misto,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda;tavola calda,self service,fast food;tavola fredda",30.0,321,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,manhattan cafe,CSO,DI PORTA VITTORIA,470,3016,1,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,52.0,105,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,manuel bar,VLE,CORSICA,10,3262,4,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,33.0,254,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,marco bar,VIA,TADINO ALESSANDRO,300,2109,3,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000,39.0,35,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,margarita bar,VIA,POLESINE,230,4159,4,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,69.0,71,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,marghera caffe,VIA,MARGHERA,510,6280,7,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,60.0,213,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,marilyn caffe,VIA,SFORZA ASCANIO,650,5201,5,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,82.0,126,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,marlin caffe,VIA,FOLLI EGIDIO,430,2676,3,al banco,bar caffetteria,76.0,101,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,martin s bar,PZA,QUATTRO NOVEMBRE,10,1199,2,misto,"bar caffetteria;bar gastronomici e simili;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda,self service,fast food",110.0,245,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,marvi s caffe,VIA,TARAMELLI TORQUATO,700,1164,2,misto,"bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",25.0,179,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mastro gelataio cardelli,VIA,MORGANTINI MARIO,110,6568,7,misto,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria",48.0,280,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,match point bar tabacchi,VLE,MONTE CENERI,710,7176,8,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,68.0,332,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,matricola pub,VLE,ROMAGNA,430,3102,3,misto,"bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;seconda bottiglia;tavola calda;tavola calda,self service,fast food;tavola fredda",137.0,133,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,max bar,CSO,MONFORTE,130,348,1,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;prodotti di gastronomia,32.0,190,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,max bar,VIA,GIANELLA GIUSEPPE,210,6775,7,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,48.0,145,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,max bar,VLE,UMBRIA,350,3145,4,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,61.0,167,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,max caffe,VIA,BERTINI GIOVANNI BATTISTA,10,7207,8,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,45.0,62,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,maxem,PLE,SUSA,70,3101,3,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;disco piano american bar serali;genere merceologico soggetto ad autorizzazione sanitaria;seconda bottiglia;tavola fredda,47.0,185,True,False,True,False,VIA SIDOLI
bar caffetteria,maxi bar,VIA,MAZZINI GIUSEPPE,70,516,1,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,69.0,448,False,True,False,True,ACCESSO ESTERNO
bar caffetteria,maxi bar,VIA,VOLTURNO,440,1135,9,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;prodotti di gastronomia;tavola fredda,30.0,279,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mayflower pub,ALZ,NAVIGLIO PAVESE,520,5161,6,misto,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;wine,birreria,pub,enoteca,caffetteria,the",92.0,81,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,medison bar,CSO,VERCELLI,200,6193,7,misto,"bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola calda;tavola calda,self service,fast food;tavola fredda",104.0,216,True,False,True,False,CENTRO COMM.LE MEDISON)
bar caffetteria,meeting bar,VIA,CARTESIO,20,1104,2,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,57.0,328,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,meeting cafe,VIA,VENIERO SEBASTIANO,400,6423,8,misto,"bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",59.0,166,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mega bar,VIA,BARACCHINI FLAVIO,70,356,1,misto,bar caffetteria;bar gastronomici e simili,43.0,392,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,memory cafe,VIA,ROSELLINI IPPOLITO,260,1158,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,49.0,231,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,memory cafe,VIA,SARPI PAOLO,390,7210,1,al banco,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,39.0,109,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mexico caffe,VLE,DELLE RIMEMBRANZE DI GRECO,390,1412,2,misto,bar caffetteria;bar gastronomici e simili;giochi legge 388/2000;prodotti di gastronomia;tavola fredda,32.0,132,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,miami american cafe,VIA,DEI BIANCOSPINI,200,6711,6,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;licenza giochi leciti tramite società;tavola fredda,36.0,143,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,miami cafe,VIA,SFORZA ASCANIO,290,5201,5,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,42.0,94,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,milano,VIA,PROCACCINI GIULIO CESARE,370,7204,8,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;seconda bottiglia;tavola fredda,522.0,62,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,milano cafe,PZA,DURANTE FRANCESCO,160,2277,3,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,88.0,1,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,millenium bar,VIA,MEDA GIUSEPPE,230,5242,5,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,57.0,159,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,millenium cafe,VIA,RUSSO VINCENZO,170,2328,2,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria,55.0,276,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mimmo s bar,VIA,ORNATO LUIGI,190,1591,9,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;elettronica,automatica,meccanica;gelateria;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda",56.0,69,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,minas cafe torrefazione,VIA,PORPORA NICOLA ANTONIO,1690,2229,3,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria",45.0,20,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mini bar,VLE,GIAN GALEAZZO,110,5196,1,al banco,bar caffetteria;bar gastronomici e simili,30.0,51,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mio bar,VIA,COMELICO,110,3195,4,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria,60.0,98,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,miro caffe,VIA,CENISIO,250,7184,8,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,36.0,32,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,miseria  E  nobilta,VIA,DELLE FORZE ARMATE,40,6643,7,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;trattoria,95.0,12,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mister bar tavola fredda,VIA,DOMODOSSOLA,210,7152,8,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,55.0,82,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mistral cafe,CSO,LODI,220,4068,5,misto,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",62.0,198,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mito s bar,VIA,NEGROLI,10,3279,4,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,33.0,257,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,modena cafe,VIA,MODENA GUSTAVO,20,3122,3,misto,"bar caffetteria;bar gastronomici e simili;tavola calda,self service,fast food",52.0,155,True,False,True,False,P.ZA F.LLIBANDIERA
bar caffetteria,mokabar liz,VIA,SAN MARTINO,150,4016,1,al banco,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,42.0,121,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,mokito,VIA,SANTA TERESA,60,5314,5,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,70.0,54,True,False,True,False,ACCESSO ESTERNO
